Timestamp,Your Survey-ID,How old are you? ,Your gender?,Where do you currently live?,Highest Completed Education,"Indicate how important each of these is a guiding principle in your life… (1: not at all important, 5: extremely important [Social power, control over others, and dominance]","Indicate how important each of these is a guiding principle in your life… (1: not at all important, 5: extremely important [Wealth, material possessions, and Money]","Indicate how important each of these is a guiding principle in your life… (1: not at all important, 5: extremely important [Family security and safety for loved ones]","Indicate how important each of these is a guiding principle in your life… (1: not at all important, 5: extremely important [Self-discipline, self-restraint, resistance to temptations]","Indicate how important each of these is a guiding principle in your life… (1: not at all important, 5: extremely important [A varied life, filled with challenge, novelty and change]","Indicate how important each of these is a guiding principle in your life… (1: not at all important, 5: extremely important [An exciting life, stimulating experiences]","Indicate how important each of these is a guiding principle in your life… (1: not at all important, 5: extremely important [Equality, equal opportunity for all]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I consider how things might be in the future, and try to influence those things with my day to day behaviour]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I am willing to sacrifice my immediate happiness or well-being in order to achieve future outcomes]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I think that sacrificing now is usually unnecessary since future outcomes can be dealt with at a later time.]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [People who say we shouldn’t tamper with nature are being naïve]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I would prefer to live in a world where humans leave nature alone]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [If things continue on their present course, we will soon experience a major ecological catastrophe]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [The so-called “ecological crisis” facing humankind has been greatly exaggerated]","Please complete the phrase and elaborate:

Carbon Dioxide Removal is an opportunity to...","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I am confident I know what climate change is]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I am confident I know the causes of climate change]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [Climate change is a serious problem]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I am personally affected by climate change]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I am very worried about climate change]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I am confident I know the basics of CDR]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I am confident I have advanced knowledge of CDR]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I am confident I could explain what CDR is to others]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I am confident I could teach others what CDR is and how it works]"
21/02/2024 23:33:25,JEAUPA17,24,Female,United States of America,Bachelor's,1,3,3,4,4,3,5,5,5,2,6,3,6,1,Counteract future emissions we do not yet know how to abate and cultivate a new industry.,6,5,7,7,7,4,1,5,4
22/02/2024 00:08:32,KIJUDC12,54,Female,United States of America,Bachelor's,2,2,5,4,4,4,5,7,6,3,2,4,4,1,Mitigate climate change,7,6,7,7,7,4,4,4,4
22/02/2024 00:31:45,ANJUSA13,27,Female,United States of America,Master's,3,3,5,2,5,5,4,6,6,3,4,6,7,2,"prevent abject ecological disaster, only if paired with steep decreases in carbon emissions in the first place. ",7,7,7,7,7,5,4,4,3
22/02/2024 01:02:03,SUOCSA28,42,Male,United States of America,Master's,2,3,5,2,5,5,4,6,5,1,2,5,6,1,help mitigate the consequences of our own CO2 emissions,7,7,7,6,7,5,2,4,2
22/02/2024 03:17:05,RUMAIX29,52,Male,Canada,Master's,2,4,5,3,4,4,4,5,6,1,2,5,7,1,reverse the current disastrous trend of climate change,6,6,7,4,7,7,5,7,4
22/02/2024 04:26:21,LEMAPO13,21,Male,United States of America,Bachelor's,3,4,5,3,4,5,5,5,5,2,2,6,7,1,utilize technology to reach necessary emissions goals to combat climate change.,7,7,7,7,7,6,1,4,4
22/02/2024 16:05:19,MAJUNI01,43,Male,Netherlands,Master's,1,2,5,4,5,4,3,6,6,1,4,3,7,1,"receive fundings for real changes in certain áreas, like regenerative Agriculture, where it is difficult to earn decent money with in current set-up.",5,5,7,6,7,6,5,5,5
22/02/2024 18:42:39,SUAUDE13,32,Male,United States of America,PHD / MBA,1,1,5,5,5,5,4,7,6,2,5,5,7,1,"assist future climate mitigation. The IPCC report is confident that reducing emissions alone is not enough to limit global warming to 1.5 deg C this century, and that CDR efforts will need to be developed and implemented to attain this threshold.",7,7,7,7,7,5,5,7,5
22/02/2024 20:13:39,JANOSF1,35,Male,United States of America,Bachelor's,3,3,5,4,4,4,4,6,6,4,4,3,6,3,"counteract excessive CO2 outputs, rebalance the world's atmosphere, reduce the greenhouse effect, and thus help avoid worse ecological disasters. ",6,6,6,5,6,6,5,5,5
22/02/2024 22:19:06,JORIKL27,36,Male,Lithuania,Bachelor's,3,4,4,3,4,4,3,3,4,1,4,2,4,1,Fight climate change and use innovation to boost carbon capture,2,2,2,2,2,2,2,2,2
22/02/2024 22:22:12,RENOKA27,26,Female,United Kingdom,Master's,2,4,5,4,4,5,5,5,5,4,5,3,7,2,contribute towards the decrease in the cumulation CO2 emissions trajectory as well as search for cobenefits in the process,7,7,7,4,7,5,4,6,5
22/02/2024 22:24:25,Cyapwa20,42,Female,Portugal,Master's,1,2,5,3,5,5,5,6,4,4,5,5,7,1,reach net zero given how slowly / inadequately we are mitigating emissions ,7,7,7,7,7,5,1,3,1
22/02/2024 22:26:28,jasetu25,42,Female,United States of America,Master's,3,2,5,4,5,3,5,7,6,2,2,6,7,1,immediately impact the level of c02 on the planet.,7,6,7,7,7,6,3,5,2
22/02/2024 22:27:54,LIJUDN08,20,Female,Ukraine,Bachelor's,5,5,5,5,5,5,5,7,5,6,5,5,7,1,To mitigate global warming and reduce carbon dioxide emissions. This is one of the most important tools to meet the Paris Climate Agreement and reach net-zero. ,7,7,7,5,7,2,1,1,1
22/02/2024 22:30:04,ELJAAD26,35,Female,United States of America,Master's,1,2,5,5,5,5,5,7,4,4,2,6,7,1,CDR is another technology that we need to have in our toolbox to combat the climate crisis.,7,7,7,7,7,7,4,5,3
22/02/2024 22:30:16,LAJUAL26,58,Female,United States of America,Bachelor's,2,4,5,4,4,4,3,6,5,1,2,2,7,1,Using technology to clean our air and putting together business value standards and processes that enable us to implement this technology.,3,3,6,6,6,4,2,4,2
22/02/2024 22:42:19,HAOCKU26,30,Female,United States of America,Bachelor's,3,3,4,3,4,5,5,7,5,7,6,4,7,1,Mitigate harm already done while finding building infrastructure for alternative forms of fuels ,6,6,7,7,7,2,1,2,1
22/02/2024 22:54:42,dejuco18,27,Male,United States of America,Bachelor's,2,3,5,5,5,5,5,7,7,4,3,7,7,2,complement emissions reduction,7,7,7,7,7,6,3,7,3
22/02/2024 22:55:25,vamate05,42,Female,Canada,Master's,1,3,3,4,5,5,5,5,4,6,2,7,7,2,create sustainable business models and enhance environmental health,5,5,6,3,5,2,2,2,2
22/02/2024 22:56:00,LUFELO27,26,Male,United Kingdom,Bachelor's,2,4,3,3,4,5,4,5,6,3,4,4,6,1,Contribute massively to how we stop the planet from cooking. ,6,6,7,5,7,2,2,2,2
22/02/2024 23:15:47,VIMAJA15,27,Female,United States of America,Bachelor's,3,3,4,3,5,5,5,6,7,2,2,6,7,1,reduce some of the impact humans have had on the environment.,6,5,7,7,7,4,1,2,1
22/02/2024 23:27:00,NGOCVN04,34,Female,United Kingdom,Master's,2,4,5,4,4,4,4,5,6,5,2,4,7,1,help fight climate change,3,4,7,7,7,2,2,1,1
22/02/2024 23:58:28,SHMAHE06,36,Female,Canada,Master's,3,3,5,4,4,4,4,7,5,2,2,5,7,1,Help restore balance to ecosystems where humans have had a substantial impact on co2 emissions.,7,6,6,6,7,6,4,4,3
23/02/2024 00:07:37,CEMAHO05,32,Male,United States of America,Master's,1,2,4,3,3,3,4,5,5,3,6,5,7,1,help reverse the impacts of human kind's decisions on our planet. ,5,5,6,6,5,2,1,2,1
23/02/2024 00:19:44,ANFEGW25,31,Male,Canada,Master's,3,3,5,4,4,4,5,6,5,3,5,5,7,1,meaningfully preserve life on this planet while creating economic opportunity for everyone.,6,7,7,7,7,3,2,4,1
23/02/2024 00:44:45,MAJUBE15,34,Female,United States of America,Bachelor's,1,3,5,4,5,4,5,5,4,2,3,4,6,1,push back against climate change caused by human action and provide balance and a better future for our world.,5,5,7,6,6,3,1,3,2
23/02/2024 03:11:12,SAJURO25,38,Female,India,Master's,1,3,5,4,4,3,5,5,5,2,4,4,7,1,Help reduce global warming ,6,4,7,5,6,5,2,3,1
23/02/2024 04:12:25,SUJUTA25,21,Male,India,High School,4,4,5,5,5,4,5,6,7,2,3,4,6,3,"Carbon dioxide Removal is an opportunity to incorporate significant values and parameters in my solution that I am working in to lead the community action to conserve and preserve trees around them. I am making a solution which lets people in their own local region, visualize the trees around them, and how planting trees can improve their surroundings and well-being. ",6,6,7,6,7,4,2,3,3
23/02/2024 04:56:36,REJUOL05,38,Male,United States of America,PHD / MBA,2,3,3,4,4,5,4,5,6,3,6,4,4,3,"finally make a dent in the CO2 concentration in the atmosphere, which has been continuing to go up over the past years despite many apparent efforts to curb emissions. CO2 emissions are still on the rise, so clearly existing efforts to reduce emissions are not enough to even offset (let alone reverse) the world's hunger for more energy and a higher standard of living. That said, emission reduction on paper is several orders of magnitude cheaper than negative emission technologies, so I wonder if CDR is just wishful thinking.",6,6,5,2,2,6,5,5,5
23/02/2024 06:05:20,CAOCSA29,39,Male,United States of America,PHD / MBA,2,2,3,3,5,5,5,7,6,3,4,3,7,1,"Repair the damage we have done and will do to the climate. Humans are rarely proactive, so climate solutions will need effective, reactive methods.",6,6,7,5,6,2,1,3,2
23/02/2024 06:47:14,ALAUIN10,30,Female,United States of America,Master's,2,3,1,5,5,5,3,6,6,2,4,7,7,1,prepare for a better future,5,5,5,5,7,2,2,2,2
23/02/2024 07:17:34,MAJUBA29,31,Female,United States of America,Master's,1,3,5,4,5,5,4,7,7,1,4,5,7,1,give mankind a second chance to do the right thing for the planet,6,5,7,7,7,1,1,1,1
23/02/2024 13:43:01,KAMAJA23,20,Male,India,Bachelor's,3,3,3,5,4,4,5,6,5,2,2,5,5,2, Support Sustainable Development in almost every sector .,7,7,6,6,6,6,3,6,3
23/02/2024 14:16:34,BUJUYOSU,42,Male,United Kingdom,Master's,2,1,2,1,5,4,5,7,6,3,4,4,7,2,"create new industries, generate tax revenues and inform innovation.",5,5,7,6,4,4,4,4,3
23/02/2024 14:53:18,NIMAAH19,25,Female,United Kingdom,Master's,1,4,5,3,5,5,5,4,3,2,1,2,7,1,Repair the damage done by us,6,5,7,7,7,1,1,1,1
23/02/2024 15:58:36,THOCSI15,52,Male,Singapore,PHD / MBA,4,3,4,4,4,5,4,6,7,1,3,3,7,2,Create a world where we understand our place on earth better and an opportunity for us to investigate carbon-neutral systems in the future. ,6,5,7,6,7,5,5,5,6
23/02/2024 17:12:21,BEOCMH19,30,Male,United Kingdom,Master's,3,3,3,3,4,5,5,5,3,3,4,2,6,1,continue our way of life,7,7,7,3,5,5,5,5,5
23/02/2024 18:47:26,ROJUMYTH,20,Male,India,High School,3,4,4,5,4,5,4,6,7,2,6,5,7,2,keep our earth safe and ,5,6,7,6,7,3,1,2,1
23/02/2024 20:14:25,PAJUCI@^,25,Male,United States of America,High School,1,4,5,4,5,5,5,5,1,1,7,1,7,2,work side by side with like minded individuals on coordinating and developing new ways of reducing carbon emmissions in our environment and applying those resources to other matters in the world.,6,5,7,7,7,4,4,4,4
23/02/2024 20:18:40,Homamo4,56,Male,Canada,High School,1,3,5,4,5,5,5,7,7,1,7,6,7,1,Slow climate change,7,6,7,7,7,2,2,4,4
23/02/2024 20:20:28,MAJUOR19,42,Female,United States of America,PHD / MBA,1,2,5,4,3,3,5,7,7,1,5,2,7,1,have more tools at our disposal to mitigate climate damages,7,7,7,7,7,1,1,1,1
23/02/2024 21:55:18,MAOCCH22,37,Male,United States of America,Bachelor's,2,2,4,3,5,5,5,6,6,2,4,5,6,2,Mitigate/avoid enviornmental catastrophe. ,7,7,7,7,7,5,3,5,4
23/02/2024 21:56:27,RFLN82,34,Female,Germany,Master's,1,1,5,5,5,5,5,4,1,4,7,3,7,1,understand how our current processes work and create change ,7,7,7,7,7,7,3,3,1
24/02/2024 11:12:38,MOOCLI02,30,Female,Switzerland,PHD / MBA,1,3,5,4,4,5,5,5,5,2,2,6,6,1,tackle the climate change crisis.,7,6,7,4,7,3,3,3,3
25/02/2024 13:28:10,Eldebr02,38,Female,Uzbekistan,High School,1,3,5,5,5,5,5,7,7,4,7,7,7,1,save the planet,7,7,7,5,7,4,5,6,5
25/02/2024 18:01:34,KRMAHA13,43,Male,United States of America,Master's,1,4,5,4,5,4,5,7,7,1,4,4,7,1,Heal,6,6,7,7,7,4,1,4,1
25/02/2024 19:33:16,JUDEMA3,37,Female,Romania,Bachelor's,3,3,5,4,4,4,5,4,4,1,1,4,7,1,buy time until we minimize the usage of fossil fuel and cut back on our emissions,7,7,7,7,7,7,2,5,3
26/02/2024 13:13:26,OLAUMO25,24,Female,Russia,Bachelor's,2,3,5,4,5,5,5,5,4,3,2,5,5,1,Have a healthy future,6,6,7,5,7,1,1,1,1
26/02/2024 19:42:37,JOMAPO18,38,Female,United States of America,PHD / MBA,3,2,5,2,5,4,5,6,5,1,5,2,7,1,"Stabilize (and eventually reverse) the average global temperature in response to man-made release of greenhouse, gases via industrialization",7,7,7,7,7,4,2,3,2
26/02/2024 19:43:28,CAMABR18,35,Female,United States of America,Master's,3,3,4,2,4,4,4,5,5,3,4,6,7,1,Evade imminent environmental disaster! ,6,6,7,7,7,3,2,3,2
27/02/2024 01:05:02,MAMASI10,32,Male,United Kingdom,Bachelor's,3,4,5,4,5,5,5,5,5,4,5,6,6,1,"Slow and limit climate change, possibly even revert it altogether ",6,6,7,4,7,3,2,2,2
27/02/2024 07:27:37,HEAPTO9,31,Male,Canada,PHD / MBA,1,3,5,4,5,5,3,4,6,3,3,4,7,1,"make a business out of internalizing other industry's externalities. That is, it's an opportunity to profit from reducing the unaccounted for social/environmental costs of other industries. Furthermore, it is an opportunity to reduce the amount of GHG in the atmosphere and thus help us meet global goals regarding mean global temperature increase. ",5,5,7,7,7,2,1,2,1
27/02/2024 20:32:04,LIFEBO01,24,Male,United States of America,Bachelor's,3,3,5,4,4,4,3,5,4,4,4,4,4,4,Create a more equitable and compatible environment for human flourishing in the 21st century. ,3,4,4,3,3,3,1,2,1
16/04/2024 18:59:51,LUJALE23,37,Female,Germany,PHD / MBA,2,2,5,5,5,5,5,6,5,4,4,5,6,2,to explore potential solutions to reduce climate warming to buy us time to address dioxide emissions,7,7,6,6,6,6,5,6,6
16/04/2024 19:00:00,MANOPU01,28,Male,India,Master's,3,4,4,5,5,5,5,4,7,7,7,7,7,7,ensure we have a sustainable tomorrow.,7,7,7,7,7,7,7,7,7
16/04/2024 19:10:03,SEJAEL19,24,Female,Kenya,Bachelor's,3,3,5,3,4,5,4,6,6,4,3,6,7,3,Remove CO2 emissions from the atmosphere and reduce the climate change risk.,6,6,7,4,6,2,2,2,2
16/04/2024 19:10:05,VEJUSU27,24,Female,France,Master's,3,2,3,3,4,4,3,3,2,1,3,3,4,1,Reach Net Zéro :) ,6,6,7,4,6,4,4,4,3
16/04/2024 19:18:51,SUDEAT15,41,Male,United States of America,High School,1,3,5,2,4,3,4,5,5,2,3,6,7,1,establish a workable long-term framework for economic activity in every industry.,7,7,7,6,6,5,3,6,4
16/04/2024 19:45:05,MAMAVI20,52,Male,Netherlands,Master's,3,3,5,2,4,3,4,5,4,5,4,4,4,5,cover an existing demand on climate change fight with something real,3,2,5,1,4,6,5,5,4
16/04/2024 20:05:59,MA,25,Male,United States of America,Master's,1,2,5,4,3,5,5,5,4,2,1,6,6,1,Address climate change. Fossil fuel isn't leaving soon and we need methods to reduce the impact of fossil fuel use,6,5,7,5,5,4,3,2,2
16/04/2024 20:07:36,MAMANO26,34,Female,Switzerland,PHD / MBA,1,2,5,4,5,5,4,7,6,1,6,3,7,1,slow down the temperature rise,7,7,7,6,7,6,6,6,6
16/04/2024 20:56:56,CEOCLO03,59,Male,Canada,PHD / MBA,1,3,5,5,5,5,5,7,6,1,3,1,6,1,reduce the rate of global warming. It could provide the potential to mitigate the impact of historical carbon emissions. It is not a solution for stepping back from pursuing net zero technologies. ,6,6,7,7,6,5,1,4,1
16/04/2024 21:01:14,OLFEBA24,37,Male,Germany,Bachelor's,3,4,5,1,5,5,4,6,6,3,2,5,7,1,Diminish the worst impacts of climate volatility for future generations.,7,6,7,7,7,4,2,5,4
16/04/2024 21:05:10,CAJUNA9,38,Female,United States of America,PHD / MBA,1,2,3,4,5,5,4,7,7,1,5,4,7,1,"reverse the climate problem. While only one aspect of our pollution problem, we need to remove carbon dioxide from the atmosphere in order to maintain warming below tipping point levels. Mitigation is also important, but we can't ignore CDR as a path to correcting the warming trends.",7,7,7,5,5,3,3,4,4
16/04/2024 21:25:04,DADEBE11,50,Male,France,Master's,3,3,5,3,4,3,4,5,5,3,3,5,6,2,"...raise a little bit more enthousiasm than  anxiety when facing the climate crisis unfolding. People like me ready to consume less, buy less, adopt a more simple way of life will still be in need for a positive way to get involved. A politician once said that 'you don't fall in love with a growth rate', well, you won't fall in love with a degrowth rate neither...I believe that our instinct for creation and building things can not be shut off even if bending the course of the Business As Usual mega-tanker may be an almost impossible task.",5,5,7,5,7,6,4,6,5
16/04/2024 21:25:37,SHAPHA04,45,Female,Canada,High School,1,2,3,3,5,5,5,7,6,2,5,5,7,1,combat the damage humans are doing to the world,4,4,7,6,7,5,1,3,1
16/04/2024 21:43:44,MOJUJA01,23,Female,Canada,Bachelor's,1,4,5,5,5,5,5,7,5,1,1,7,7,1,Save the world from the human activities that were done by us - it is the only way to redeem ourselves from what has already been committed ,5,5,7,7,7,1,1,1,1
16/04/2024 21:50:31,LIJACH16,26,Female,United Kingdom,Master's,2,4,4,4,4,5,5,5,5,3,1,6,5,2,address the current need of tackling climate change due to insufficient actions taken in cutting emissions.,6,7,7,6,6,4,2,5,3
16/04/2024 21:51:18,AKSEAK09,38,Female,Kazakhstan,Master's,2,4,5,5,3,2,3,3,2,2,7,5,7,7,Avoid climate catastrophe ,3,4,5,3,4,2,6,5,2
16/04/2024 22:04:10,NGDENK1,30,Male,Nigeria,Bachelor's,3,4,5,4,4,4,5,6,6,4,5,4,6,5,Remove CO2 from the atmosphere,6,6,6,7,7,4,1,2,1
16/04/2024 22:19:11,REOCJU02,46,Male,Kenya,PHD / MBA,3,3,5,5,4,5,5,6,7,1,1,7,7,3,"save the planet from global warming. It is expected that developing countries will be more negatively affected by climate change than the developed countries. That is why i want to take the first step to save the planet for myself, my people and our future",7,7,7,7,6,6,6,5,6
16/04/2024 23:04:12,EVMAEL5,30,Male,Canada,Master's,3,3,5,4,3,4,4,6,6,2,5,5,7,1,"improve the health and quality of life of marginalized groups (i.e., mitigate climate injustice)",6,6,7,5,3,6,2,5,4
16/04/2024 23:24:11,FLMAAB06,26,Male,Nigeria,Bachelor's,1,2,5,3,4,3,5,7,7,1,4,1,7,2,"Carbon Dioxide Removal is an opportunity to help reverse climate change. It allows us to actively take CO2 out of the atmosphere and store it, complementing efforts to reduce emissions. This can help us achieve carbon neutrality and even remove more CO2 than we emit. While there are challenges, carbon removal is an important part of tackling the climate crisis.",7,7,7,5,5,2,1,2,2
16/04/2024 23:32:26,lomaci26,39,Female,United States of America,Bachelor's,3,2,5,3,5,5,5,6,6,1,4,1,7,1,"slow the heating of our planet to allow humans to re-organize, protect habitats, and be true stewards of this amazing planet. ",5,5,7,7,7,2,1,3,1
17/04/2024 00:00:21,BRMARNE18,46,Male,United Kingdom,Bachelor's,1,4,5,5,5,5,4,7,7,1,4,4,7,1,"balance the emissions humankind has relentlessly tarnished into our atmosphere, alongside the genuine scope to provide education of the global community to real world effects of not incorporating highly durable highly effective CDR into daily lives. A large aspect of concentration is for those large emitters whom must understand the importance of mitigation and reduction alongside removals for their hard to abate emissions and the vast quantities of legacy emissions.   ",7,7,7,7,3,7,7,7,7
17/04/2024 02:27:16,REDEAU29,42,Male,India,Master's,3,2,5,5,5,5,5,7,7,7,7,7,7,1,"Remove excess carbon that's causing GHG effects and reducing the Climate change impacts. Its an opportunity to find ways and means to sequester carbon, build more carbon sinks that could hold the human emitted extra carbon. If it could be transformed in a sustainable way it would be beneficial for all. ",7,7,7,7,7,3,2,2,3
17/04/2024 02:33:52,PUJALU10,33,Female,United States of America,Master's,3,3,5,4,5,5,5,7,6,1,2,3,7,1,realistically stabilize our climate ,7,7,7,6,7,6,3,6,3
17/04/2024 03:42:54,FIFECH18,30,Male,United States of America,Master's,2,3,4,4,4,3,4,5,5,2,3,5,6,1,rewind and undo the climate harm that we've unleashed in the past and to lessen the worse effects of future climate change.,6,6,6,5,6,4,3,4,4
17/04/2024 04:22:31,LANOLO15,45,Male,United States of America,Bachelor's,1,2,4,4,4,4,5,6,6,2,4,4,6,1,compliment mitigation efforts,6,6,7,7,6,5,2,5,4
17/04/2024 05:10:35,jojuco04,40,Female,United States of America,PHD / MBA,1,3,5,4,4,4,5,6,7,1,2,7,7,1,save ourselves from the current path of destruction we are on.,6,6,7,6,7,3,1,1,1
17/04/2024 07:02:28,RIAUMO31,38,Male,United States of America,Master's,4,4,4,2,5,5,2,5,4,2,6,5,6,2,unf*ck the climate to leave it in better shape for my kid and his peers,7,7,7,5,5,5,4,5,5
17/04/2024 09:30:02,ZENOED15,28,Male,Germany,Master's,2,3,4,3,3,4,4,5,4,2,4,5,7,1,combat climate change,6,6,7,5,6,5,4,5,3
17/04/2024 09:42:54,BAAPHE15,37,Female,Germany,Bachelor's,3,2,4,2,5,5,5,6,6,2,7,5,7,1,"Bridge the gap to the path of reducing carbon and carbon neutrality in the first place. In our capitalist,growth driven world, companies will continue emitting CO2e, so removal projects can be a way to mitigate the effects of emitting. ",6,6,7,4,7,5,4,3,2
17/04/2024 09:44:07,ELMAAJ30,31,Male,Nigeria,Master's,1,3,5,3,4,4,5,6,5,3,6,4,4,2,"To mitigate the effects of climate change by reducing the amount of greenhouse gases in the atmosphere. I strongly believe with the knowledge of CDR, global populations can help slow the rate of global warming and limit the severity of extreme weather events, sea level rise, and other consequences of a changing climate. ",7,7,7,7,7,3,3,3,3
17/04/2024 10:10:19,DEDEBE15,27,Male,Germany,Master's,4,3,5,2,5,5,4,5,6,3,6,7,7,3,"check so many boxes at once! Help the climate, build something cool, generate loads of co-benefits, and build a financially and emotionally rewarding career. ",7,7,7,7,7,6,2,7,6
17/04/2024 12:00:46,NESECH17,24,Female,United Kingdom,Master's,2,4,5,5,5,5,5,6,3,1,1,1,7,1,"prolong the viability of our planet, offering a chance for humanity to extend its time on Earth.",7,7,7,7,7,3,1,2,1
17/04/2024 14:44:00,ANAPAT03,31,Male,United Kingdom,Bachelor's,3,3,5,4,5,5,4,4,7,7,3,4,6,1,prevent a climate disaster ,5,5,5,5,5,5,5,4,5
17/04/2024 16:58:13,SOJADU27,28,Male,India,Master's,3,4,5,4,5,5,5,5,5,5,6,6,7,2,mitigate our Earth's climate change and leave it habitable for our future generations. ,6,6,7,7,7,7,6,6,6
17/04/2024 17:11:43,ANAUBO01,45,Male,United States of America,Master's,2,3,4,3,4,3,4,6,5,2,4,5,7,1,"1. opportunity to flatten warming curve so that humanity can reduce the suffering, injustices, aggressions, and societal instabilities from a rapidly changing climate that we are not adapted to.
2. give humanity more time to adapt and reorganize their societies and habitable geographies to a hotter world in a more equitable manner",6,6,7,7,7,5,4,5,3
17/04/2024 17:31:45,SIJUSA09,24,Female,United States of America,Bachelor's,1,2,4,2,5,5,5,5,5,3,4,6,7,1,become a useful tool in addressing the climate crisis,6,6,7,7,7,2,1,2,1
17/04/2024 17:48:31,DIAPTO14,41,Female,Canada,Master's,1,4,5,3,3,4,5,7,4,2,4,5,7,1,Mitigate some of the impacts from climate change.,7,7,7,7,7,5,3,5,4
17/04/2024 18:03:43,JOOCCH12,50,Male,United Kingdom,PHD / MBA,1,2,4,3,4,4,3,4,3,3,3,4,3,3,help improve the situation of the planet,5,5,5,3,2,2,1,1,1
17/04/2024 18:29:15,REJUKO22,28,Female,India,Bachelor's,3,2,5,5,3,4,5,7,7,2,1,6,7,1,save the biodiversity. ,6,6,7,6,7,5,3,2,2
17/04/2024 18:39:41,SAJUTE30,26,Male,Canada,Master's,1,3,5,5,4,4,5,5,6,1,4,6,7,1,"build a better future for humans, plants and animals.",6,6,7,4,7,2,2,2,7
17/04/2024 19:33:14,HRFEVA09,23,Female,United States of America,Bachelor's,1,2,5,5,5,5,5,7,7,1,5,4,6,3,"Rectify. While I do think it would have been ideal to be proactive to the point of not having to create technologies that remove carbon, CDR does allow us the opportunity to rectify our situation. ",4,4,7,5,7,1,1,1,1
17/04/2024 19:39:43,OLJUMO16,18,Female,Russia,High School,2,4,5,5,5,5,5,7,4,3,1,7,7,1,"protect yourself, people, children and the environment from the worst carcinogen and silent killer.",2,2,4,6,6,3,1,2,1
17/04/2024 20:10:56,KUJUAZ06,24,Male,India,Master's,2,3,4,4,5,5,4,7,7,1,1,5,7,2,"Save the humanity with the biggest threat climate change and global warming because if we 
analyse some points-
1.  According to the IPCC Report to limit global warming to 1.5 °C with no limited overshoot it would be require up to 310 billion tones of direct air capture and storage by 2100.
2. The atmospheric CO2 concentration increased by about 20 PPM from the 6000 BCE to the pre industrial period (1850 BC).
3. And since 1850, the concentration of CO2 has risen from 280 PPM to more than 420 PPM.
4. The world population never broken 1 billion mark until the early 1800s but till now world population has crossed 8 billion marks.
(May we ever full fill humans necessity without GHG Emission.
5.  Fossil fuels- including coal oil and natural gas- have been powering economics for over 150 years, and currently supply about 80% of the world's energy. ",7,7,7,7,7,4,4,4,4
18/04/2024 03:50:31,ELMAKU14,29,Female,United States of America,Master's,1,3,5,5,4,5,5,6,6,2,1,7,7,1,"decrease carbon emissions that we emit each year and therefore save the environment so that all humans, animals, and species can survive and thrive. ",6,6,7,6,7,3,3,2,2
18/04/2024 04:33:42,SUOCMU28,40,Female,United States of America,Bachelor's,2,3,5,4,5,5,5,7,6,1,5,7,6,1,"Look at various industries, reset policies  and companies operating structure to be beld more responsible, accountable for the waste they produce. We need to stop the current pollution, and start figuring out ways to clean up carbon emissions specifically in the plastic industries, in my opinion. ",3,5,6,6,7,3,1,4,2
18/04/2024 06:49:00,JODEAT13,43,Male,United Kingdom,Master's,2,5,5,5,5,5,5,6,7,1,2,3,6,1,Expand my knowledge and expand my business,7,6,7,4,4,2,7,3,2
18/04/2024 10:36:43,SADEHO27,23,Male,India,Bachelor's,5,3,5,5,5,5,5,5,5,2,3,6,7,1,"reset and rebalance our planet’s climate system. Carbon Dioxide Removal (CDR) techniques offer a path to mitigate the excess greenhouse gases that are not easily reduced through energy efficiency or renewable energy transitions alone. By actively removing CO2 from the atmosphere, these technologies and natural solutions can help achieve the global targets set under the Paris Agreement, striving to limit global warming to well below 2 degrees Celsius. CDR is particularly crucial for neutralizing emissions from hard-to-abate sectors and can potentially reverse some impacts of climate change, restoring ecosystems and enhancing biodiversity.",7,7,7,7,7,4,4,5,4
18/04/2024 14:53:59,YVJUZU07,25,Female,Switzerland,Bachelor's,3,3,5,5,5,5,5,7,5,2,5,5,7,7,limit the overshoot above 1.5C and enable net-zero!,7,7,7,7,7,7,7,7,7
18/04/2024 14:58:53,Olaumo25,24,Female,Russia,Bachelor's,1,3,5,4,5,5,5,6,6,2,2,6,7,1,Reduce  carbon emissions and save our planet,5,5,7,4,7,1,1,1,1
